neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
دقایقی پیش در تهران، گیشا (کوی نصر),67,1393,5,۱۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، گیشا (کوی نصر),85,1391,2,۱۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، جیحون,42,1382,1,۲٬۷۵۰٬۰۰۰٬۰۰۰ تومان,1,0,0,
دقایقی پیش در تهران، زنجان,75,1392,2,۶٬۴۹۴٬۰۰۰٬۰۰۰ تومان,2,0,1,
دقایقی پیش در تهران، نیلوفر,603,1401,5,۱۰۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,4,1,1,
دقایقی پیش در تهران، شهر‌زیبا,68,1394,3,۱٬۵۶۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
دقایقی پیش در تهران، شهرک صدرا,0,0,2,۵٬۱۳۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,65,1403,15,۱٬۹۵۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، شهر‌زیبا,45,1399,1,۱٬۶۵۰٬۰۰۰٬۰۰۰ تومان,1,0,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۵ روز پیش در تهران، شهر‌زیبا,61,1398,1,۱٬۷۵۰٬۰۰۰٬۰۰۰ تومان,1,0,1,
۱ هفته پیش در تهران، شهر‌زیبا,0,0,1,۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
,0,0,0,,0,0,0,
دقایقی پیش در تهران، سلسبیل,85,1403,2,۸٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، جنت‌آباد جنوبی,90,1393,5,۱۰٬۹۵۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، شهرک ولیعصر,53,1387,1,۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
دقایقی پیش در تهران، دکتر هوشیار,79,1402,5,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، چیتگر,160,1402,5,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، قیطریه,172,1384,11,۳۹٬۵۶۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، دبستان، میدان کاشانی موحد,61,1384,1,۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,1,0,0,
دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,140,1403,4,۹٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، نیاوران,130,1402,3,۲۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، هاشم‌آباد,48,1385,5,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,1,1,0,
دقایقی پیش در تهران، امیرآباد,77,1401,2,۱۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، زنجان,53,1392,4,۴٬۶۲۷٬۰۰۰٬۰۰۰ تومان,1,1,1,
نیم ساعت پیش در تهران، تهران‌سر,80,1395,1,۲٬۹۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
نیم ساعت پیش در تهران، شهر‌زیبا,43,1402,2,۱٬۳۵۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
نیم ساعت پیش در تهران، چیتگر,100,1403,12,۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، نیلوفر,107,1397,5,۱۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، گیشا (کوی نصر),67,1393,5,۱۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، گیشا (کوی نصر),85,1391,2,۱۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، جیحون,0,0,1,۲٬۷۵۰٬۰۰۰٬۰۰۰ تومان,0,0,0,
نیم ساعت پیش در تهران، زنجان,0,0,2,۶٬۴۹۴٬۰۰۰٬۰۰۰ تومان,0,0,1,
نیم ساعت پیش در تهران، نیلوفر,603,1401,5,۱۰۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,4,1,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۱ هفته پیش در تهران، آهنگ,0,0,2,۵۱۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
۵ روز پیش در تهران، دریاچه شهدای خلیج فارس,60,1403,24,۳٬۰۵۵٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، شریف,80,1404,10,۱٬۱۵۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,75,1403,15,۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، تهرانپارس غربی,89,1403,1,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، استاد معین,76,1403,2,۵٬۳۸۰٬۰۰۰٬۰۰۰ تومان,2,1,0,
دقایقی پیش در تهران، استاد معین,76,1396,3,۵٬۶۵۰٬۰۰۰٬۰۰۰ تومان,2,1,0,
دقایقی پیش در تهران، دکتر هوشیار,90,1394,1,۷٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,120,1403,10,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، ایوانک,139,1403,3,۳۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، سیدخندان,126,1403,2,۲۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، دروس,205,1383,5,۴۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، شهران جنوبی,0,0,2,۷٬۶۵۰٬۰۰۰٬۰۰۰ تومان,0,0,1,
نیم ساعت پیش در تهران، دریاچه شهدای خلیج فارس,113,1389,3,۸٬۳۰۰٬۰۰۰٬۰۰۰ تومان,2,1,0,
نیم ساعت پیش در تهران، دروس,270,1383,3,۵۳٬۶۰۰٬۰۰۰٬۰۰۰ تومان,4,1,1,
نیم ساعت پیش در تهران، شمس‌آباد,30,1387,2,۳٬۱۲۰٬۰۰۰٬۰۰۰ تومان,1,0,0,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۵ روز پیش در تهران، گیشا (کوی نصر),183,1403,4,۳۴٬۳۴۳٬۴۳۴٬۳۴۳ تومان,3,1,1,
۱ هفته پیش در تهران، شهر‌زیبا,75,1398,4,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
,0,0,0,,0,0,0,
دقایقی پیش در تهران، اختیاریه,7018500,1403,1,۱۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، شهر‌زیبا,57,1398,3,۱٬۸۶۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، اختیاریه,125,1403,2,۳۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، دروس,270,1385,2,۴۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,4,1,1,
دقایقی پیش در تهران، شهران جنوبی,62,1401,3,۵٬۳۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، ستارخان,120,1404,4,۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، چیتگر,117,1404,10,۱٬۶۳۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، پونک,61,1399,1,۷٬۴۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
دقایقی پیش در تهران، پونک,85,1389,1,۹٬۶۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
دقایقی پیش در تهران، آذربایجان,58,1379,3,۴٬۱۰۰٬۰۰۰٬۰۰۰ تومان,2,0,0,
یک ربع پیش در تهران، جنت‌آباد جنوبی,138,1401,1,۱۹٬۹۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، هاشمی,59,1385,1,۳٬۹۹۹٬۹۹۹٬۹۹۹ تومان,2,0,0,
یک ربع پیش در تهران، نیلوفر,90,1390,2,۱۲٬۹۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، جیحون,55,1382,1,۳٬۹۹۹٬۹۹۹٬۹۹۹ تومان,1,0,0,
یک ربع پیش در تهران، چیتگر,75,1403,7,۲٬۳۱۷٬۵۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، خلیج فارس,72,1395,2,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
یک ربع پیش در تهران، دریاچه شهدای خلیج فارس,120,1403,14,۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، تهرانپارس غربی,143,1403,3,۲۲٬۷۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، تهران‌سر,49,1397,2,۱٬۶۲۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
نیم ساعت پیش در تهران، شهر‌زیبا,76,1399,2,۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، کوثر,92,1385,3,۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,0,0,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۶ روز پیش در تهران، آذری,107,1402,3,۴۹۵٬۰۰۰٬۰۰۰ تومان,2,1,1,
۳ روز پیش در تهران، هروی,170,1403,3,۳۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، شهر زیبا,47,1398,2,۱٬۵۴۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، شهر زیبا,60,1395,1,۱٬۹۲۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
دقایقی پیش در تهران، سعادت‌آباد,95,1398,5,۱۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، شهرک مسلمین,88,1403,3,۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، جیحون,97,1404,5,۷٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، شادمهر,84,1392,3,۱۰٬۰۸۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، خلیج فارس,85,1402,2,۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، پونک,120,1396,2,۱۷٬۲۵۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، افسریه,65,1402,3,۵٬۴۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، مرزداران,65,1404,>۳۰,۱۱۱٬۱۱۱ تومان,3,1,1,
دقایقی پیش در تهران، مرزداران,96,1403,>۳۰,۱۱۱٬۱۱۱ تومان,2,1,1,
دقایقی پیش در تهران، مرزداران,0,0,>۳۰,۱۱۱٬۱۱۱ تومان,0,1,1,
دقایقی پیش در تهران، سعادت‌آباد,128,1401,3,۴۴٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
,0,0,0,,0,0,0,
دقایقی پیش در تهران، افسریه,108,1404,1,۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، سعادت‌آباد,530,1402,12,۲۵۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,4,1,1,
دقایقی پیش در تهران، سعادت‌آباد,310,1402,7,۱۱۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,4,1,1,
دقایقی پیش در تهران، جنت‌آباد جنوبی,120,1400,2,۱۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، جنت‌آباد مرکزی,85,1397,0,۱٬۳۰۰٬۰۰۰٬۰۰۰ تومان,2,0,0,
دقایقی پیش در تهران، دهقان,130,1403,5,۱۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، سعادت‌آباد,285,1402,10,۱۰۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,4,1,1,
یک ربع پیش در تهران، ولنجک,240,1402,13,۱۲۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۱۷ ساعت پیش در تهران، تهرانپارس شرقی,113,1403,5,۵۰۵٬۰۰۰٬۰۰۰ تومان,2,1,1,
,0,0,0,,0,0,0,
دقایقی پیش در تهران، امامزاده حسن(ع),80,1396,4,۸٬۴۰۰ تومان,2,1,0,
دقایقی پیش در تهران، سرو آزاد,0,0,0,۴٬۸۰۰٬۰۰۰٬۰۰۰ تومان,0,0,1,
دقایقی پیش در تهران، افسریه,105,1404,1,۷٬۴۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، جنت‌آباد مرکزی,68,1384,3,۸٬۱۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، مرزداران,120,1398,2,۱۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، حکیمیه,120,1402,2,۱۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، تهرانپارس شرقی,105,1404,1,۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، کوی مهران,137,1401,1,۱۹٬۹۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، لشکر,52,1384,0,۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,0,0,
دقایقی پیش در تهران، خانی‌آباد,105,1402,5,۵۱۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، سعادت‌آباد,187,1402,5,۵۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، چیتگر,90,1403,3,۴٬۶۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۳ هفته پیش در تهران، جنت‌آباد شمالی,168,1403,2,۲۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
۶ روز پیش در تهران، دولت‌آباد,112,1403,3,۴۹۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، شهرک راه‌آهن,108,1404,5,۹۲۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، تهران‌سر,0,0,9,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
دقایقی پیش در تهران، شمس‌آباد,0,0,4,۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
دقایقی پیش در تهران، نعمت‌آباد,180,1404,9,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، تهرانپارس غربی,58,1399,1,۶٬۶۵۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، تهرانپارس غربی,71,1388,5,۹٬۱۲۵٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، شهرک غرب,135,1404,7,۲۳۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، زعفرانیه,200,1403,5,۶۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، وردآورد,49,1397,1,۱٬۴۳۰٬۰۰۰٬۰۰۰ تومان,1,0,1,
دقایقی پیش در تهران، قیطریه، خیابان منصور پورحیدری (روشنایی) (بلوار قیطریه),220,1400,4,۳۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، فرمانیه، خیابان ثروتی (خ. شهید لواسانی),275,1400,6,۴۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، پونک,0,0,5,۲۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
دقایقی پیش در تهران، تهران‌سر,55,1397,1,۱٬۸۶۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
دقایقی پیش در تهران، پونک,66,1398,3,۱۰٬۴۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
یک ربع پیش در تهران، پونک,70,1403,1,۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
یک ربع پیش در تهران، پونک,71,1388,4,۱۰٬۶۵۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، امامزاده حسن(ع),80,1396,4,۴٬۴۰۰ تومان,2,1,0,
یک ربع پیش در تهران، سرو آزاد,69,1369,0,۴٬۸۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
یک ربع پیش در تهران، افسریه,105,1404,1,۷٬۴۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، جنت‌آباد مرکزی,68,1384,3,۸٬۱۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
,0,0,0,,0,0,0,
,0,0,0,,0,0,0,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۱ هفته پیش در تهران، شهر‌زیبا,75,1398,4,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
,0,0,0,,0,0,0,
دقایقی پیش در تهران، شهر‌زیبا,59,1403,2,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، ابوذر (منطقه ۱۵),113,1371,0,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
دقایقی پیش در تهران، نیرو هوایی,183,1388,3,۱۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، سازمان برنامه,113,1403,4,۱٬۱۱۱ تومان,2,1,1,
دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,60,1404,10,۲٬۸۹۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
,0,0,0,,0,0,0,
یک ربع پیش در تهران، آذربایجان,65,1393,1,۵٬۳۵۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
یک ربع پیش در تهران، شهرک راه‌آهن,108,1404,5,۹۲۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۶ روز پیش در تهران، بریانک,114,1403,3,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
,0,0,0,,0,0,0,
لحظاتی پیش در تهران، جنت‌آباد شمالی,77,1402,3,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، سوهانک,153,1385,10,۱۹٬۳۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۳ روز پیش در تهران، مسعودیه,112,1403,6,۵۰۵٬۰۰۰٬۰۰۰ تومان,2,1,1,
۱ هفته پیش در تهران، حافظیه,120,1397,4,۱۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
لحظاتی پیش در تهران، شهر‌زیبا,58,1400,1,۱٬۴۵۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، شیان,0,0,3,۱۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
دقایقی پیش در تهران، شهرک راه‌آهن,120,1404,11,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، خاوران,141,1399,3,۹٬۳۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، شهید آوینی,73,1396,4,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,0,
دقایقی پیش در تهران، هروی,74,1392,1,۸٬۹۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، جنت‌آباد شمالی,77,1402,3,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، سوهانک,153,1385,10,۱۹٬۳۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، شهر‌زیبا,70,1400,2,۱٬۳۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، شهر‌زیبا,50,1401,1,۱٬۱۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، شهر‌زیبا,45,1400,1,۹۰۰٬۰۰۰٬۰۰۰ تومان,1,0,1,
یک ربع پیش در تهران، سلسبیل,55,1403,3,۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
یک ربع پیش در تهران، زنجان,145,1401,6,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، دکتر هوشیار,60,1395,2,۵٬۳۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
یک ربع پیش در تهران، دریاچه شهدای خلیج فارس,130,1400,8,۱۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، دریاچه شهدای خلیج فارس,106,1403,14,۵٬۳۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، دریاچه شهدای خلیج فارس,140,1403,15,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، شهر‌زیبا,59,1403,2,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
یک ربع پیش در تهران، ابوذر (منطقه ۱۵),113,1371,0,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
یک ربع پیش در تهران، نیرو هوایی,183,1388,3,۱۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، سازمان برنامه,0,0,4,۱٬۱۱۱ تومان,0,1,1,
نیم ساعت پیش در تهران، دریاچه شهدای خلیج فارس,60,1404,10,۲٬۸۹۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۳ روز پیش در تهران، ابوذر (منطقه ۱۵),96,1403,5,۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
۴ روز پیش در تهران، گیشا (کوی نصر),180,1402,3,۳۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، شمس‌آباد,150,1390,3,۲۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، آرارات,98,1393,6,۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، فاطمی,130,1404,5,۲۰٬۹۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، چیتگر,75,1404,15,۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، شمیران‌نو,35,1393,3,۱٬۵۷۰٬۰۰۰٬۰۰۰ تومان,1,0,0,
دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,90,1403,7,۲٬۳۴۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، شهرک راه‌آهن,110,1403,11,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، دریاچه شهدای خلیج فارس,115,1404,>۳۰,۵٬۹۱۲٬۵۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، اتابک,110,1404,3,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، شهر‌زیبا,58,1400,1,۱٬۴۵۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
یک ربع پیش در تهران، شیان,108,1400,3,۱۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، شهرک راه‌آهن,120,1404,11,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
,0,0,0,,0,0,0,
یک ربع پیش در تهران، شهید آوینی,73,1396,4,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,0,
یک ربع پیش در تهران، هروی,74,1392,1,۸٬۹۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، جنت‌آباد شمالی,77,1402,3,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، سوهانک,153,1385,10,۱۹٬۳۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
,0,0,0,,0,0,0,
یک ربع پیش در تهران، شهر‌زیبا,50,1401,1,۱٬۱۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
نیم ساعت پیش در تهران، شهر‌زیبا,45,1400,1,۹۰۰٬۰۰۰٬۰۰۰ تومان,1,0,1,
نیم ساعت پیش در تهران، سلسبیل,55,1403,3,۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
نیم ساعت پیش در تهران، زنجان,145,1401,6,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۲ روز پیش در تهران، تهران‌ویلا,99,1401,2,۱۲٬۹۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
۴ روز پیش در تهران، منیریه,64,1380,0,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,2,0,0,
لحظاتی پیش در تهران، هاشمی,0,0,3,۲٬۲۸۰٬۰۰۰٬۰۰۰ تومان,0,0,0,
دقایقی پیش در تهران، شهر‌زیبا,59,1395,1,۱٬۴۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,75,1403,16,۶۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، تولید دارو,100,1393,5,۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، ظفر,140,1403,4,۳۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، هروی,0,0,2,۲۶٬۳۵۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
دقایقی پیش در تهران، شهرک غرب,128,1401,2,۳۲٬۷۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، تهران‌سر,53,1399,2,۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، شهر‌زیبا,0,0,3,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
