neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۶ روز پیش در تهران، هاشمی,120,1403,3,۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، سعادت‌آباد,0,0,>۳۰,۵۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
دقایقی پیش در تهران، حکیمیه,105,1402,4,۵۱۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، شهید رجایی,58,1390,2,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,1,1,0,
دقایقی پیش در تهران، صادقیه,105,1369,4,۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
دقایقی پیش در تهران، باغ آذری,72,1395,3,۱۱۱٬۱۱۱٬۱۱۱ تومان,2,1,1,
دقایقی پیش در تهران، مرزداران,97,1397,4,۱۸٬۴۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، نازی‌آباد,110,1403,5,۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، چیتگر,100,1403,11,۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، میرداماد,126,1403,3,۲۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، زاهد گیلانی,148,1402,6,۱۳٬۳۲۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، دولت‌آباد,0,0,2,۵۱۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
یک ربع پیش در تهران، عبدل‌آباد,106,1400,5,۴۹۵٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، سرو آزاد,90,1403,8,۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، فردوسی,114,1403,3,۵۰۷٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، شهر زیبا,70,1400,6,۲٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، دولت‌آباد,100,1401,1,۵۰۵٬۰۰۰٬۰۰۰ تومان,2,1,1,
,0,0,0,,0,0,0,
نیم ساعت پیش در تهران، تهران‌سر,62,1396,1,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، خزانه,109,1402,2,۵۰۴٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، جلیلی,102,1403,4,۵٬۴۳۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، الهیه,460,1403,5,۲۷۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,4,1,1,
نیم ساعت پیش در تهران، تهرانپارس شرقی,113,1403,5,۵۰۵٬۰۰۰٬۰۰۰ تومان,2,1,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۲ روز پیش در تهران، آهنگ,105,1401,2,۵۱۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
۳ روز پیش در تهران، گیشا (کوی نصر),180,1402,3,۳۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
,0,0,0,,0,0,0,
دقایقی پیش در تهران، بهار,0,0,4,۱۱٬۱۶۰٬۰۰۰٬۰۰۰ تومان,0,0,1,
دقایقی پیش در تهران، هروی,135,1402,3,۱۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، مینابی,50,1402,2,۲٬۷۵۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، هروی,170,1401,0,۳۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، تهران‌سر,52,1396,2,۱٬۶۹۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، چیتگر,0,0,3,۱٬۶۸۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
,0,0,0,,0,0,0,
یک ربع پیش در تهران، سعادت‌آباد,160,1403,>۳۰,۵۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، حکیمیه,105,1402,4,۵۱۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، شهید رجایی,58,1390,2,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,1,1,0,
یک ربع پیش در تهران، صادقیه,105,1369,4,۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
یک ربع پیش در تهران، باغ آذری,72,1395,3,۱۱۱٬۱۱۱٬۱۱۱ تومان,2,1,1,
یک ربع پیش در تهران، مرزداران,97,1397,4,۱۸٬۴۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، نازی‌آباد,110,1403,5,۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، چیتگر,100,1403,11,۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، میرداماد,126,1403,3,۲۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، زاهد گیلانی,148,1402,6,۱۳٬۳۲۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، دولت‌آباد,105,1402,2,۵۱۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، عبدل‌آباد,106,1400,5,۴۹۵٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، سرو آزاد,0,0,8,۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
نیم ساعت پیش در تهران، فردوسی,114,1403,3,۵۰۷٬۰۰۰٬۰۰۰ تومان,2,1,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۲ روز پیش در تهران، قیام‌دشت,0,0,5,۴۹۷٬۰۰۰٬۰۰۰ تومان,0,1,1,
۲ روز پیش در تهران، مسعودیه,112,1403,6,۵۰۵٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، چیتگر,95,1403,6,۱٬۲۳۵٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,118,1402,5,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، چیتگر,70,1403,8,۱٬۸۹۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، چیتگر,100,1403,7,۲٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، چیتگر,90,1402,14,۹۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، شهر زیبا,50,1402,2,۱٬۴۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
دقایقی پیش در تهران، شریف,120,1400,1,۹٬۶۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، سعادت‌آباد,0,0,3,۲۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
یک ربع پیش در تهران، مشیریه، خ ششم شرقی,62,1383,1,۳٬۸۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
یک ربع پیش در تهران، تهرانپارس غربی,54,1389,4,۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,1,1,0,
یک ربع پیش در تهران، دریان‌نو,0,0,3,۸٬۱۰۰٬۰۰۰٬۰۰۰ تومان,0,0,0,
یک ربع پیش در تهران، زنجان,100,1401,1,۴۹۰٬۰۰۰٬۰۰۰ تومان,2,1,0,
نیم ساعت پیش در تهران، سازمان برنامه,66,1396,3,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، سعیدآباد,185,1403,7,۴۵٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، شهر زیبا,92,1403,2,۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، شریف,130,1403,18,۵٬۸۵۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، شهر‌زیبا,70,1403,4,۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، بهار,124,1378,4,۱۱٬۱۶۰٬۰۰۰٬۰۰۰ تومان,3,0,1,
نیم ساعت پیش در تهران، هروی,135,1402,3,۱۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
۱ ساعت پیش در تهران، مینابی,50,1402,2,۲٬۷۵۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
۱ ساعت پیش در تهران، هروی,170,1401,0,۳۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
۱ ساعت پیش در تهران، تهران‌سر,52,1396,2,۱٬۶۹۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۲ روز پیش در تهران، قیام‌دشت,104,1402,5,۴۹۷٬۰۰۰٬۰۰۰ تومان,2,1,1,
۲ روز پیش در تهران، افسریه,0,0,2,۴۹۹٬۰۰۰٬۰۰۰ تومان,0,1,1,
,0,0,0,,0,0,0,
دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,0,0,7,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
دقایقی پیش در تهران، جنت‌آباد جنوبی,142,1396,1,۱۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، سعادت‌آباد,197,1398,4,۵۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، بلوار کشاورز,150,1369,0,۱۳٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,0,0,
یک ربع پیش در تهران، زیبادشت,0,0,3,۱۰٬۵۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
یک ربع پیش در تهران، شهر زیبا,42,1397,1,۱٬۲۳۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
یک ربع پیش در تهران، چیتگر,95,1403,6,۱٬۲۳۵٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، دریاچه شهدای خلیج فارس,118,1402,5,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، چیتگر,70,1403,8,۱٬۸۹۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، چیتگر,100,1403,7,۲٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، چیتگر,0,0,14,۹۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
نیم ساعت پیش در تهران، شهر زیبا,50,1402,2,۱٬۴۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
,0,0,0,,0,0,0,
نیم ساعت پیش در تهران، سعادت‌آباد,105,1403,3,۲۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، مشیریه، خ ششم شرقی,62,1383,1,۳٬۸۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
نیم ساعت پیش در تهران، تهرانپارس غربی,54,1389,4,۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,1,1,0,
نیم ساعت پیش در تهران، دریان‌نو,90,1379,3,۸٬۱۰۰٬۰۰۰٬۰۰۰ تومان,2,0,0,
نیم ساعت پیش در تهران، زنجان,100,1401,1,۴۹۰٬۰۰۰٬۰۰۰ تومان,2,1,0,
۱ ساعت پیش در تهران، سازمان برنامه,66,1396,3,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
۱ ساعت پیش در تهران، سعیدآباد,185,1403,7,۴۵٬۰۰۰٬۰۰۰ تومان,3,1,1,
۱ ساعت پیش در تهران، شهر زیبا,92,1403,2,۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۱ هفته پیش در تهران، شهر‌زیبا,75,1398,4,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
۳ هفته پیش در تهران، سوهانک,90,1387,4,۶۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,4,1,1,
دقایقی پیش در تهران، جنت‌آباد مرکزی,77,1403,1,۱۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، خاک سفید,75,1404,4,۳٬۸۲۵٬۰۰۰٬۰۰۰ تومان,2,1,0,
دقایقی پیش در تهران، مسعودیه,77,1387,2,۳٬۶۶۵٬۰۰۰٬۰۰۰ تومان,2,0,1,
دقایقی پیش در تهران، شهرک غرب,140,1390,2,۳۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,4,1,1,
یک ربع پیش در تهران، وردآورد,150,1403,8,۶٬۷۵۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، نیلوفر,113,1389,1,۱۱۱٬۱۱۱ تومان,2,1,1,
یک ربع پیش در تهران، دریاچه شهدای خلیج فارس,120,1403,7,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، جنت‌آباد جنوبی,142,1396,1,۱۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، سعادت‌آباد,197,1398,4,۵۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، بلوار کشاورز,150,1369,0,۱۳٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,0,0,
نیم ساعت پیش در تهران، زیبادشت,120,1400,3,۱۰٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، شهر زیبا,42,1397,1,۱٬۲۳۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
نیم ساعت پیش در تهران، چیتگر,95,1403,6,۱٬۲۳۵٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، دریاچه شهدای خلیج فارس,118,1402,5,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، چیتگر,70,1403,8,۱٬۸۹۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، چیتگر,100,1403,7,۲٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، چیتگر,90,1402,14,۹۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، شهر زیبا,0,0,2,۱٬۴۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
,0,0,0,,0,0,0,
نیم ساعت پیش در تهران، سعادت‌آباد,105,1403,3,۲۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، مشیریه، خ ششم شرقی,62,1383,1,۳٬۸۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
۱ ساعت پیش در تهران، تهرانپارس غربی,54,1389,4,۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,1,1,0,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۱۹ ساعت پیش در تهران، آذری,100,1403,3,۴۹۸٬۰۰۰٬۰۰۰ تومان,2,1,1,
۴ روز پیش در تهران، سازمان برنامه,78,1394,2,۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، دردشت,121,1403,25,۲۴٬۲۰۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، سوهانک,116,1403,2,۲۹٬۵۸۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، دردشت,125,1403,2,۱۸٬۷۵۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، چیتگر,120,1403,17,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، نیاوران,190,1387,5,۴۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، شهرک ولیعصر,124,1401,3,۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، دریاچه شهدای خلیج فارس,120,1403,7,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، یوسف‌آباد,0,0,4,۲۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
نیم ساعت پیش در تهران، شیرازی,112,1401,4,۲۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، فرمانیه,220,1397,3,۸۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، باغ فیض,68,1372,4,۸٬۱۶۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
نیم ساعت پیش در تهران، نازی‌آباد,174,1369,5,۸٬۶۰۰٬۰۰۰٬۰۰۰ تومان,4,1,1,
نیم ساعت پیش در تهران، دریاچه شهدای خلیج فارس,0,0,>۳۰,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,0,1,1,
نیم ساعت پیش در تهران، جنت‌آباد شمالی,58,1403,1,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
نیم ساعت پیش در تهران، ابوذر (منطقه ۱۵),87,1392,3,۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، تهرانپارس غربی,86,1373,3,۷٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,0,
۱ ساعت پیش در تهران، سعادت‌آباد,300,1403,9,۷۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,4,1,1,
۱ ساعت پیش در تهران، سرو آزاد,142,1403,20,۱۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
۱ ساعت پیش در تهران، سرو آزاد,118,1403,20,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
۱ ساعت پیش در تهران، کرمان,70,1385,2,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
۱ ساعت پیش در تهران، نازی‌آباد,85,1369,5,۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,2,0,0,
۱ ساعت پیش در تهران، شهرک راه‌آهن,150,1401,8,۲۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۱ هفته پیش در تهران، استاد معین,109,1402,5,۱۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
۶ روز پیش در تهران، گیشا (کوی نصر),167,1403,5,۳۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
,0,0,0,,0,0,0,
,0,0,0,,0,0,0,
دقایقی پیش در تهران، ظهیرآباد,38,1384,1,۲٬۸۵۰٬۰۰۰ تومان,1,0,0,
دقایقی پیش در تهران، شهر زیبا,50,1400,1,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,1,0,1,
دقایقی پیش در تهران، تهران‌سر,60,1399,2,۱٬۴۵۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، تهرانپارس شرقی,66,1383,4,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,1,0,1,
یک ربع پیش در تهران، خاک سفید,105,1403,1,۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، تهران‌نو,100,1403,3,۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
,0,0,0,,0,0,0,
یک ربع پیش در تهران، اختیاریه,105,1403,3,۴۹۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، سعادت‌آباد,70,1397,2,۱۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
یک ربع پیش در تهران، سعادت‌آباد,207,1403,1,۶۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، کوی فردوس,115,1397,3,۱۵٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، دردشت,121,1403,25,۲۴٬۲۰۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، سوهانک,116,1403,2,۲۹٬۵۸۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، دردشت,125,1403,2,۱۸٬۷۵۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، چیتگر,120,1403,17,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، نیاوران,190,1387,5,۴۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، شهرک ولیعصر,124,1401,3,۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، دریاچه شهدای خلیج فارس,120,1403,7,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، یوسف‌آباد,113,1401,4,۲۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
,0,0,0,,0,0,0,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۵ روز پیش در تهران، تهرانپارس شرقی,112,1401,5,۴۹۸٬۰۰۰٬۰۰۰ تومان,2,1,1,
۳ روز پیش در تهران، تهران‌نو,55,1394,4,۴٬۳۰۰٬۰۰۰٬۰۰۰ تومان,1,0,1,
دقایقی پیش در تهران، مرزداران,215,1404,>۳۰,۱۱۱٬۱۱۱ تومان,3,1,1,
دقایقی پیش در تهران، دروس,82,1388,5,۱۲٬۶۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، دروس,140,1403,5,۴۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، شمس‌آباد,92,1387,1,۱۰٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، شمس‌آباد,141,1396,4,۲۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، شهر زیبا,62,1400,1,۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
یک ربع پیش در تهران، گیشا (کوی نصر),100,1403,3,۲۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، ظهیرآباد,38,1384,1,۲٬۸۵۰٬۰۰۰ تومان,1,0,0,
یک ربع پیش در تهران، شهر زیبا,50,1400,1,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,1,0,1,
یک ربع پیش در تهران، تهران‌سر,60,1399,2,۱٬۴۵۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، تهرانپارس شرقی,0,0,4,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,0,0,1,
نیم ساعت پیش در تهران، خاک سفید,105,1403,1,۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
,0,0,0,,0,0,0,
نیم ساعت پیش در تهران، استخر,105,1400,4,۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، اختیاریه,105,1403,3,۴۹۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، سعادت‌آباد,70,1397,2,۱۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,1,1,1,
نیم ساعت پیش در تهران، سعادت‌آباد,207,1403,1,۶۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
نیم ساعت پیش در تهران، کوی فردوس,115,1397,3,۱۵٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، دردشت,121,1403,25,۲۴٬۲۰۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، سوهانک,116,1403,2,۲۹٬۵۸۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، دردشت,125,1403,2,۱۸٬۷۵۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
نیم ساعت پیش در تهران، چیتگر,120,1403,17,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۱ روز پیش در تهران، شریف,120,1403,6,۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
۶ روز پیش در تهران، گیشا (کوی نصر),185,1402,5,۴۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
,0,0,0,,0,0,0,
neighborhood,area,construction_date,floor_number,total_price,number_of_rooms,elevator,parking,sotrage_room
۱ هفته پیش در تهران، دولت‌آباد,107,1403,4,۴۹۷٬۰۰۰٬۰۰۰ تومان,2,1,1,
۲ روز پیش در تهران، اکباتان,112,1403,4,۴۹۵٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، سعادت‌آباد,262,1401,1,۸۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، بریانک,40,1394,2,۲٬۷۸۰٬۰۰۰٬۰۰۰ تومان,1,1,0,
دقایقی پیش در تهران، فدک,55,1388,1,۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان,1,1,0,
دقایقی پیش در تهران، هروی,240,1402,6,۴۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، هروی، خ آزادی,105,1375,1,۱۳٬۸۰۰٬۰۰۰٬۰۰۰ تومان,2,0,1,
دقایقی پیش در تهران، شهرک شریعتی,91,1396,6,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,2,1,0,
دقایقی پیش در تهران، سازمان برنامه,115,1404,2,۱٬۱۱۱ تومان,2,1,1,
دقایقی پیش در تهران، یاخچی‌آباد,116,1403,3,۹٬۴۰۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
دقایقی پیش در تهران، صادقیه,78,1380,3,۶٬۷۰۰٬۰۰۰٬۰۰۰ تومان,2,0,0,
دقایقی پیش در تهران، عباس‌آباد,149,1403,4,۲۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
دقایقی پیش در تهران، فرمانیه,149,1389,3,۲۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، سلیمانی,82,1403,3,۵٬۴۵۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
یک ربع پیش در تهران، اباذر,235,1402,3,۵۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,3,1,1,
یک ربع پیش در تهران، سعادت‌آباد,108,1398,5,۱٬۱۱۱٬۱۱۱٬۱۱۱ تومان,2,1,1,
یک ربع پیش در تهران، چیتگر,113,1403,14,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,2,1,1,
